[2023-04-10 16:41:56,982][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-11 14:35:01,345][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 22:44:42,982][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 22:44:44,190][worker-0][INFO] Initialized application
[2023-04-15 22:44:44,192][worker-0][INFO] Initialized Seeds
[2023-04-15 22:44:44,194][worker-0][INFO] Initialized CORS
[2023-04-15 22:44:44,196][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 22:49:58,578][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 22:49:58,578][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 22:49:58,606][worker-0][INFO] Initialized application
[2023-04-15 22:49:58,606][worker-0][INFO] Initialized application
[2023-04-15 22:49:58,607][worker-0][INFO] Initialized Seeds
[2023-04-15 22:49:58,607][worker-0][INFO] Initialized Seeds
[2023-04-15 22:49:58,608][worker-0][INFO] Initialized CORS
[2023-04-15 22:49:58,608][worker-0][INFO] Initialized CORS
[2023-04-15 22:49:58,610][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 22:49:58,610][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 22:52:09,076][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 22:52:09,076][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 22:52:09,076][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 22:52:09,098][worker-0][INFO] Initialized application
[2023-04-15 22:52:09,098][worker-0][INFO] Initialized application
[2023-04-15 22:52:09,098][worker-0][INFO] Initialized application
[2023-04-15 22:52:09,099][worker-0][INFO] Initialized Seeds
[2023-04-15 22:52:09,099][worker-0][INFO] Initialized Seeds
[2023-04-15 22:52:09,099][worker-0][INFO] Initialized Seeds
[2023-04-15 22:52:09,100][worker-0][INFO] Initialized CORS
[2023-04-15 22:52:09,100][worker-0][INFO] Initialized CORS
[2023-04-15 22:52:09,100][worker-0][INFO] Initialized CORS
[2023-04-15 22:52:09,101][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 22:52:09,101][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 22:52:09,101][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 22:59:06,247][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 22:59:06,247][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 22:59:06,247][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 22:59:06,247][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 22:59:06,269][worker-0][INFO] Initialized application
[2023-04-15 22:59:06,269][worker-0][INFO] Initialized application
[2023-04-15 22:59:06,269][worker-0][INFO] Initialized application
[2023-04-15 22:59:06,269][worker-0][INFO] Initialized application
[2023-04-15 22:59:06,271][worker-0][INFO] Initialized Seeds
[2023-04-15 22:59:06,271][worker-0][INFO] Initialized Seeds
[2023-04-15 22:59:06,271][worker-0][INFO] Initialized Seeds
[2023-04-15 22:59:06,271][worker-0][INFO] Initialized Seeds
[2023-04-15 22:59:06,273][worker-0][INFO] Initialized CORS
[2023-04-15 22:59:06,273][worker-0][INFO] Initialized CORS
[2023-04-15 22:59:06,273][worker-0][INFO] Initialized CORS
[2023-04-15 22:59:06,273][worker-0][INFO] Initialized CORS
[2023-04-15 22:59:06,274][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 22:59:06,274][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 22:59:06,274][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 22:59:06,274][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:00:01,981][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:00:01,981][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:00:01,981][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:00:01,981][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:00:01,981][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:00:02,003][worker-0][INFO] Initialized application
[2023-04-15 23:00:02,003][worker-0][INFO] Initialized application
[2023-04-15 23:00:02,003][worker-0][INFO] Initialized application
[2023-04-15 23:00:02,003][worker-0][INFO] Initialized application
[2023-04-15 23:00:02,003][worker-0][INFO] Initialized application
[2023-04-15 23:00:02,005][worker-0][INFO] Initialized Seeds
[2023-04-15 23:00:02,005][worker-0][INFO] Initialized Seeds
[2023-04-15 23:00:02,005][worker-0][INFO] Initialized Seeds
[2023-04-15 23:00:02,005][worker-0][INFO] Initialized Seeds
[2023-04-15 23:00:02,005][worker-0][INFO] Initialized Seeds
[2023-04-15 23:00:02,006][worker-0][INFO] Initialized CORS
[2023-04-15 23:00:02,006][worker-0][INFO] Initialized CORS
[2023-04-15 23:00:02,006][worker-0][INFO] Initialized CORS
[2023-04-15 23:00:02,006][worker-0][INFO] Initialized CORS
[2023-04-15 23:00:02,006][worker-0][INFO] Initialized CORS
[2023-04-15 23:00:02,007][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:00:02,007][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:00:02,007][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:00:02,007][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:00:02,007][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:08:49,378][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:08:49,378][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:08:49,378][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:08:49,378][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:08:49,378][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:08:49,378][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:08:49,402][worker-0][INFO] Initialized application
[2023-04-15 23:08:49,402][worker-0][INFO] Initialized application
[2023-04-15 23:08:49,402][worker-0][INFO] Initialized application
[2023-04-15 23:08:49,402][worker-0][INFO] Initialized application
[2023-04-15 23:08:49,402][worker-0][INFO] Initialized application
[2023-04-15 23:08:49,402][worker-0][INFO] Initialized application
[2023-04-15 23:08:49,404][worker-0][INFO] Initialized Seeds
[2023-04-15 23:08:49,404][worker-0][INFO] Initialized Seeds
[2023-04-15 23:08:49,404][worker-0][INFO] Initialized Seeds
[2023-04-15 23:08:49,404][worker-0][INFO] Initialized Seeds
[2023-04-15 23:08:49,404][worker-0][INFO] Initialized Seeds
[2023-04-15 23:08:49,404][worker-0][INFO] Initialized Seeds
[2023-04-15 23:08:49,405][worker-0][INFO] Initialized CORS
[2023-04-15 23:08:49,405][worker-0][INFO] Initialized CORS
[2023-04-15 23:08:49,405][worker-0][INFO] Initialized CORS
[2023-04-15 23:08:49,405][worker-0][INFO] Initialized CORS
[2023-04-15 23:08:49,405][worker-0][INFO] Initialized CORS
[2023-04-15 23:08:49,405][worker-0][INFO] Initialized CORS
[2023-04-15 23:08:49,406][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:08:49,406][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:08:49,406][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:08:49,406][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:08:49,406][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:08:49,406][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:10:47,011][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:10:47,011][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:10:47,011][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:10:47,011][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:10:47,011][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:10:47,011][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:10:47,011][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:10:47,032][worker-0][INFO] Initialized application
[2023-04-15 23:10:47,032][worker-0][INFO] Initialized application
[2023-04-15 23:10:47,032][worker-0][INFO] Initialized application
[2023-04-15 23:10:47,032][worker-0][INFO] Initialized application
[2023-04-15 23:10:47,032][worker-0][INFO] Initialized application
[2023-04-15 23:10:47,032][worker-0][INFO] Initialized application
[2023-04-15 23:10:47,032][worker-0][INFO] Initialized application
[2023-04-15 23:10:47,033][worker-0][INFO] Initialized Seeds
[2023-04-15 23:10:47,033][worker-0][INFO] Initialized Seeds
[2023-04-15 23:10:47,033][worker-0][INFO] Initialized Seeds
[2023-04-15 23:10:47,033][worker-0][INFO] Initialized Seeds
[2023-04-15 23:10:47,033][worker-0][INFO] Initialized Seeds
[2023-04-15 23:10:47,033][worker-0][INFO] Initialized Seeds
[2023-04-15 23:10:47,033][worker-0][INFO] Initialized Seeds
[2023-04-15 23:10:47,035][worker-0][INFO] Initialized CORS
[2023-04-15 23:10:47,035][worker-0][INFO] Initialized CORS
[2023-04-15 23:10:47,035][worker-0][INFO] Initialized CORS
[2023-04-15 23:10:47,035][worker-0][INFO] Initialized CORS
[2023-04-15 23:10:47,035][worker-0][INFO] Initialized CORS
[2023-04-15 23:10:47,035][worker-0][INFO] Initialized CORS
[2023-04-15 23:10:47,035][worker-0][INFO] Initialized CORS
[2023-04-15 23:10:47,037][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:10:47,037][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:10:47,037][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:10:47,037][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:10:47,037][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:10:47,037][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:10:47,037][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:12:15,153][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:12:15,153][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:12:15,153][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:12:15,153][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:12:15,153][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:12:15,153][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:12:15,153][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:12:15,153][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:12:15,175][worker-0][INFO] Initialized application
[2023-04-15 23:12:15,175][worker-0][INFO] Initialized application
[2023-04-15 23:12:15,175][worker-0][INFO] Initialized application
[2023-04-15 23:12:15,175][worker-0][INFO] Initialized application
[2023-04-15 23:12:15,175][worker-0][INFO] Initialized application
[2023-04-15 23:12:15,175][worker-0][INFO] Initialized application
[2023-04-15 23:12:15,175][worker-0][INFO] Initialized application
[2023-04-15 23:12:15,175][worker-0][INFO] Initialized application
[2023-04-15 23:12:15,177][worker-0][INFO] Initialized Seeds
[2023-04-15 23:12:15,177][worker-0][INFO] Initialized Seeds
[2023-04-15 23:12:15,177][worker-0][INFO] Initialized Seeds
[2023-04-15 23:12:15,177][worker-0][INFO] Initialized Seeds
[2023-04-15 23:12:15,177][worker-0][INFO] Initialized Seeds
[2023-04-15 23:12:15,177][worker-0][INFO] Initialized Seeds
[2023-04-15 23:12:15,177][worker-0][INFO] Initialized Seeds
[2023-04-15 23:12:15,177][worker-0][INFO] Initialized Seeds
[2023-04-15 23:12:15,178][worker-0][INFO] Initialized CORS
[2023-04-15 23:12:15,178][worker-0][INFO] Initialized CORS
[2023-04-15 23:12:15,178][worker-0][INFO] Initialized CORS
[2023-04-15 23:12:15,178][worker-0][INFO] Initialized CORS
[2023-04-15 23:12:15,178][worker-0][INFO] Initialized CORS
[2023-04-15 23:12:15,178][worker-0][INFO] Initialized CORS
[2023-04-15 23:12:15,178][worker-0][INFO] Initialized CORS
[2023-04-15 23:12:15,178][worker-0][INFO] Initialized CORS
[2023-04-15 23:12:15,180][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:12:15,180][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:12:15,180][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:12:15,180][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:12:15,180][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:12:15,180][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:12:15,180][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:12:15,180][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:13:30,786][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:13:30,786][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:13:30,786][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:13:30,786][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:13:30,786][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:13:30,786][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:13:30,786][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:13:30,786][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:13:30,786][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:13:30,814][worker-0][INFO] Initialized application
[2023-04-15 23:13:30,814][worker-0][INFO] Initialized application
[2023-04-15 23:13:30,814][worker-0][INFO] Initialized application
[2023-04-15 23:13:30,814][worker-0][INFO] Initialized application
[2023-04-15 23:13:30,814][worker-0][INFO] Initialized application
[2023-04-15 23:13:30,814][worker-0][INFO] Initialized application
[2023-04-15 23:13:30,814][worker-0][INFO] Initialized application
[2023-04-15 23:13:30,814][worker-0][INFO] Initialized application
[2023-04-15 23:13:30,814][worker-0][INFO] Initialized application
[2023-04-15 23:13:30,817][worker-0][INFO] Initialized Seeds
[2023-04-15 23:13:30,817][worker-0][INFO] Initialized Seeds
[2023-04-15 23:13:30,817][worker-0][INFO] Initialized Seeds
[2023-04-15 23:13:30,817][worker-0][INFO] Initialized Seeds
[2023-04-15 23:13:30,817][worker-0][INFO] Initialized Seeds
[2023-04-15 23:13:30,817][worker-0][INFO] Initialized Seeds
[2023-04-15 23:13:30,817][worker-0][INFO] Initialized Seeds
[2023-04-15 23:13:30,817][worker-0][INFO] Initialized Seeds
[2023-04-15 23:13:30,817][worker-0][INFO] Initialized Seeds
[2023-04-15 23:13:30,820][worker-0][INFO] Initialized CORS
[2023-04-15 23:13:30,820][worker-0][INFO] Initialized CORS
[2023-04-15 23:13:30,820][worker-0][INFO] Initialized CORS
[2023-04-15 23:13:30,820][worker-0][INFO] Initialized CORS
[2023-04-15 23:13:30,820][worker-0][INFO] Initialized CORS
[2023-04-15 23:13:30,820][worker-0][INFO] Initialized CORS
[2023-04-15 23:13:30,820][worker-0][INFO] Initialized CORS
[2023-04-15 23:13:30,820][worker-0][INFO] Initialized CORS
[2023-04-15 23:13:30,820][worker-0][INFO] Initialized CORS
[2023-04-15 23:13:30,823][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:13:30,823][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:13:30,823][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:13:30,823][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:13:30,823][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:13:30,823][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:13:30,823][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:13:30,823][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:13:30,823][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:17:22,653][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:17:22,653][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:17:22,653][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:17:22,653][worker-0][INFO] Initialized logger with level 10 for worker 0
